NOMBRETOT,AUX_Tfno,DIR_LOCALIDAD,DIR_CP,DIR_PROVINCIA,ESTADO_2,ESTADO_1,NOMBRE1,DIR_COMPLETA,AUX_Idiomas,NOMBRE2,DIR_CALLE,TIEMPO
CENTRO MÉDICO CIUDAD JARDÍN,957450002,CORDOBA,14005,CORDOBA,PODOLOGIA,CORDOBA,CENTRO MÉDICO CIUDAD JARDÍN,"Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,,"Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:15:29.272000
CLÍNICA BEIMAN CÓRDOBA,957764786,CORDOBA,14014,CORDOBA,PODOLOGIA,CORDOBA,CLÍNICA BEIMAN CÓRDOBA,"Avda. de Zafiro, s/n, 14014 - CORDOBA - CORDOBA",,,"Avda. de Zafiro, s/n",2017-11-14T02:15:29.811000
"DUEÑAS MORENO, JUAN (CLÍNICA BEIMAN CÓRDOBA )",957764786,CORDOBA,14014,CORDOBA,PODOLOGIA,CORDOBA,"DUEÑAS MORENO, JUAN (CLÍNICA BEIMAN CÓRDOBA )","Avda. de Zafiro, s/n, 14014 - CORDOBA - CORDOBA",,"DUEÑAS MORENO, JUAN (CLÍNICA BEIMAN CÓRDOBA )","Avda. de Zafiro, s/n",2017-11-14T02:15:30.396000
"FERNÁNDEZ JIMÉNEZ, Mª JOSÉ (CENTRO MÉDICO CIUDAD JARDÍN )",957450002,CORDOBA,14005,CORDOBA,PODOLOGIA,CORDOBA,"FERNÁNDEZ JIMÉNEZ, Mª JOSÉ (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,"FERNÁNDEZ JIMÉNEZ, Mª JOSÉ (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:15:30.980000
"GARCÍA PÉREZ, PILAR (CENTRO MÉDICO CIUDAD JARDÍN )",957450002,CORDOBA,14005,CORDOBA,PODOLOGIA,CORDOBA,"GARCÍA PÉREZ, PILAR (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,"GARCÍA PÉREZ, PILAR (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:15:31.557000
"González Jurado, Inmaculada",957472411,CORDOBA,14008,CORDOBA,PODOLOGIA,CORDOBA,"González Jurado, Inmaculada","C/ Alonso de Burgos, 1 3ºB, 14008 - CORDOBA - CORDOBA",,,"C/ Alonso de Burgos, 1 3ºB",2017-11-14T02:15:32.112000
"Martagón González, Jaime                                                                                                                    (Clínica Beiman Córdoba                                                             )",957764786,CORDOBA,14014,CORDOBA,PODOLOGIA,CORDOBA,"Martagón González, Jaime                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n, 14014 - CORDOBA - CORDOBA",,"Martagón González, Jaime                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n",2017-11-14T02:15:32.704000
"Muñoz García, Dolores",957078253,CORDOBA,14010,CORDOBA,PODOLOGIA,CORDOBA,"Muñoz García, Dolores","C/ Periodista José Luís de Córdoba. Manzana 4. Local 21 Clínica del Pie, 14010 - CORDOBA - CORDOBA",,,C/ Periodista José Luís de Córdoba. Manzana 4. Local 21 Clínica del Pie,2017-11-14T02:15:33.269000
CENTRO ESPECIALIDADES MÉDICAS LA ESTRELLA,605613170,DOÑA MENCIA,14860,CORDOBA,PSIQUIATRIA,CORDOBA,CENTRO ESPECIALIDADES MÉDICAS LA ESTRELLA,"C/ Hospital, 12- Local Bajo, 14860 - DOÑA MENCIA - CORDOBA",,,"C/ Hospital, 12- Local Bajo",2017-11-14T02:15:48.484000
CENTRO MÉDICO CIUDAD JARDÍN,957450002,CORDOBA,14005,CORDOBA,PSIQUIATRIA,CORDOBA,CENTRO MÉDICO CIUDAD JARDÍN,"Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,,"Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:15:49.011000
"GARCÍA-ARÉVALO CALERO, FERNANDO",957473275,CORDOBA,14001,CORDOBA,PSIQUIATRIA,CORDOBA,"GARCÍA-ARÉVALO CALERO, FERNANDO","Gran Capitán, 20 2º A, 14001 - CORDOBA - CORDOBA",,,"Gran Capitán, 20 2º A",2017-11-14T02:15:49.533000
"GONZÁLEZ CARMONA, FRANCISCO (CENTRO MÉDICO CIUDAD JARDÍN )",957450002,CORDOBA,14005,CORDOBA,PSIQUIATRIA,CORDOBA,"GONZÁLEZ CARMONA, FRANCISCO (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,"GONZÁLEZ CARMONA, FRANCISCO (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:15:50.084000
"TABARES DOMÍNGUEZ, PASCUAL (CENTRO MÉDICO CIUDAD JARDÍN )",957450002,CORDOBA,14005,CORDOBA,PSIQUIATRIA,CORDOBA,"TABARES DOMÍNGUEZ, PASCUAL (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,"TABARES DOMÍNGUEZ, PASCUAL (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:15:50.620000
CANIS (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA ),957274600,CORDOBA,14012,CORDOBA,RADIOLOGIA INTERVENCIONISTA,CORDOBA,CANIS (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA ),"Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,CANIS (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA ),"Avda. del Brillante,106",2017-11-14T02:16:07.383000
"CANIS LÓPEZ, MIGUEL",957274811,CORDOBA,14012,CORDOBA,RADIOLOGIA INTERVENCIONISTA,CORDOBA,"CANIS LÓPEZ, MIGUEL","Avda. del Brillante, 106 Hospital San Juan de Dios, 14012 - CORDOBA - CORDOBA",,,"Avda. del Brillante, 106 Hospital San Juan de Dios",2017-11-14T02:16:08.758000
"CANIS LÓPEZ, MIGUEL",957270493,CORDOBA,14012,CORDOBA,RADIOLOGIA INTERVENCIONISTA,CORDOBA,"CANIS LÓPEZ, MIGUEL","Escultor Gómez del Río, 1 P-1, 3º, 1, 14012 - CORDOBA - CORDOBA",,,"Escultor Gómez del Río, 1 P-1, 3º, 1",2017-11-14T02:16:09.352000
HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA,957274600,CORDOBA,14012,CORDOBA,RADIOLOGIA INTERVENCIONISTA,CORDOBA,HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA,"Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,,"Avda. del Brillante,106",2017-11-14T02:16:09.878000
"RESSALTA, RADIOLOGÍA ALTA RESOLUCIÓN",957760693,CORDOBA,14004,CORDOBA,RADIOLOGIA INTERVENCIONISTA,CORDOBA,"RESSALTA, RADIOLOGÍA ALTA RESOLUCIÓN","P.º. de la Victoria, s/n Hospital Cruz Roja, 14004 - CORDOBA - CORDOBA",,,"P.º. de la Victoria, s/n Hospital Cruz Roja",2017-11-14T02:16:10.397000
"BELTRA, MONTSERRAT (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA )",957274600,CORDOBA,14012,CORDOBA,REHABILITACION,CORDOBA,"BELTRA, MONTSERRAT (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA )","Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,"BELTRA, MONTSERRAT (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA )","Avda. del Brillante,106",2017-11-14T02:16:25.398000
CLÍNICA KLENDAL,957456749,CORDOBA,14005,CORDOBA,REHABILITACION,CORDOBA,CLÍNICA KLENDAL,"Avda.Guerrita, 27 Local, 14005 - CORDOBA - CORDOBA",,,"Avda.Guerrita, 27 Local",2017-11-14T02:16:27.533000
CREYSADE,957603529,PUENTE GENIL,14500,CORDOBA,REHABILITACION,CORDOBA,CREYSADE,"C/ Industria, 17, 14500 - PUENTE GENIL - CORDOBA",,,"C/ Industria, 17",2017-11-14T02:16:28.037000
"DE LA TORRE LÓPEZ, LUIS E. (CREYSADE )",957603529,PUENTE GENIL,14500,CORDOBA,REHABILITACION,CORDOBA,"DE LA TORRE LÓPEZ, LUIS E. (CREYSADE )","C/ Industria, 17, 14500 - PUENTE GENIL - CORDOBA",,"DE LA TORRE LÓPEZ, LUIS E. (CREYSADE )","C/ Industria, 17",2017-11-14T02:16:28.568000
"HIDALGO MARÍN, NARCISO (REHABILITACIÓN BARRAQUER )",957297142,CORDOBA,14004,CORDOBA,REHABILITACION,CORDOBA,"HIDALGO MARÍN, NARCISO (REHABILITACIÓN BARRAQUER )","C/ Doctor Barraquer, 14-Entpta., 14004 - CORDOBA - CORDOBA",,"HIDALGO MARÍN, NARCISO (REHABILITACIÓN BARRAQUER )","C/ Doctor Barraquer, 14-Entpta.",2017-11-14T02:16:29.128000
Hospital San Juan de Dios de Córdoba,957274600,CORDOBA,14012,CORDOBA,REHABILITACION,CORDOBA,Hospital San Juan de Dios de Córdoba,"Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,,"Avda. del Brillante,106",2017-11-14T02:16:29.697000
"Manzano Lopez, Beatriz                                                                                                                    (Creysade                                                             )",957603529,PUENTE GENIL,14500,CORDOBA,REHABILITACION,CORDOBA,"Manzano Lopez, Beatriz                                                                                                                    (Creysade                                                             )","C/ Industria, 17, 14500 - PUENTE GENIL - CORDOBA",,"Manzano Lopez, Beatriz                                                                                                                    (Creysade                                                             )","C/ Industria, 17",2017-11-14T02:16:30.253000
Rehabilitación Barraquer,957297142,CORDOBA,14004,CORDOBA,REHABILITACION,CORDOBA,Rehabilitación Barraquer,"C/ Doctor Barraquer, 14-Entpta., 14004 - CORDOBA - CORDOBA",,,"C/ Doctor Barraquer, 14-Entpta.",2017-11-14T02:16:30.783000
"Ruiz Camacho, Alfredo                                                                                                                    (Clínica Klendal                                                             )",957456749,CORDOBA,14005,CORDOBA,REHABILITACION,CORDOBA,"Ruiz Camacho, Alfredo                                                                                                                    (Clínica Klendal                                                             )","Avda.Guerrita, 27 Local, 14005 - CORDOBA - CORDOBA",,"Ruiz Camacho, Alfredo                                                                                                                    (Clínica Klendal                                                             )","Avda.Guerrita, 27 Local",2017-11-14T02:16:31.340000
"CARICOL PÉREZ, Mª DEL PILAR (CENTRO MÉDICO CIUDAD JARDÍN )",957450002,CORDOBA,14005,CORDOBA,REUMATOLOGIA,CORDOBA,"CARICOL PÉREZ, Mª DEL PILAR (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,"CARICOL PÉREZ, Mª DEL PILAR (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:16:49.714000
CENTRO MÉDICO CIUDAD JARDÍN,957450002,CORDOBA,14005,CORDOBA,REUMATOLOGIA,CORDOBA,CENTRO MÉDICO CIUDAD JARDÍN,"Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,,"Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:16:50.294000
HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA,957274600,CORDOBA,14012,CORDOBA,REUMATOLOGIA,CORDOBA,HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA,"Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,,"Avda. del Brillante,106",2017-11-14T02:16:51.780000
ROMERO GÓMEZ (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA ),957274600,CORDOBA,14012,CORDOBA,REUMATOLOGIA,CORDOBA,ROMERO GÓMEZ (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA ),"Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,ROMERO GÓMEZ (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA ),"Avda. del Brillante,106",2017-11-14T02:16:52.361000
"ROMERO GÓMEZ, MONTSERRAT",957282325,CORDOBA,14008,CORDOBA,REUMATOLOGIA,CORDOBA,"ROMERO GÓMEZ, MONTSERRAT","Avda. Cervantes, 12-Portal 3-3º 1, 14008 - CORDOBA - CORDOBA",,,"Avda. Cervantes, 12-Portal 3-3º 1",2017-11-14T02:16:53.101000
CENTRO MÉDICO CIUDAD JARDÍN,957450002,CORDOBA,14005,CORDOBA,TRATAMIENTO DEL DOLOR,CORDOBA,CENTRO MÉDICO CIUDAD JARDÍN,"Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,,"Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:17:09.658000
CLÍNICA DEL DOLOR DE CÓRDOBA CUARTO ESCALÓN,957274811,CORDOBA,14012,CORDOBA,TRATAMIENTO DEL DOLOR,CORDOBA,CLÍNICA DEL DOLOR DE CÓRDOBA CUARTO ESCALÓN,"Avda. del Brillante, 106 Hospital San Juan de Dios, 14012 - CORDOBA - CORDOBA",,,"Avda. del Brillante, 106 Hospital San Juan de Dios",2017-11-14T02:17:11.011000
CLÍNICA DEL DOLOR DE CÓRDOBA CUARTO ESCALÓN,957768412,CORDOBA,14006,CORDOBA,TRATAMIENTO DEL DOLOR,CORDOBA,CLÍNICA DEL DOLOR DE CÓRDOBA CUARTO ESCALÓN,"C/ Rafael de la Hoz Arderius, 4- P.7-2ªP., 14006 - CORDOBA - CORDOBA",,,"C/ Rafael de la Hoz Arderius, 4- P.7-2ªP.",2017-11-14T02:17:11.517000
GÓMEZ ARMENTA (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA ),957274600,CORDOBA,14012,CORDOBA,TRATAMIENTO DEL DOLOR,CORDOBA,GÓMEZ ARMENTA (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA ),"Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,GÓMEZ ARMENTA (HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA ),"Avda. del Brillante,106",2017-11-14T02:17:12.116000
"GÓMEZ ARMENTA, FRANCISCO (CENTRO MÉDICO CIUDAD JARDÍN )",957450002,CORDOBA,14005,CORDOBA,TRATAMIENTO DEL DOLOR,CORDOBA,"GÓMEZ ARMENTA, FRANCISCO (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,"GÓMEZ ARMENTA, FRANCISCO (CENTRO MÉDICO CIUDAD JARDÍN )","Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:17:12.696000
"Gómez Armenta, Francisco                                                                                                                    (Clínica del Dolor de Córdoba Cuarto Escalón                                                             )",957768412,CORDOBA,14006,CORDOBA,TRATAMIENTO DEL DOLOR,CORDOBA,"Gómez Armenta, Francisco                                                                                                                    (Clínica del Dolor de Córdoba Cuarto Escalón                                                             )","C/ Rafael de la Hoz Arderius, 4- P.7-2ªP., 14006 - CORDOBA - CORDOBA",,"Gómez Armenta, Francisco                                                                                                                    (Clínica del Dolor de Córdoba Cuarto Escalón                                                             )","C/ Rafael de la Hoz Arderius, 4- P.7-2ªP.",2017-11-14T02:17:13.335000
Hospital San Juan de Dios de Córdoba,957274600,CORDOBA,14012,CORDOBA,TRATAMIENTO DEL DOLOR,CORDOBA,Hospital San Juan de Dios de Córdoba,"Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,,"Avda. del Brillante,106",2017-11-14T02:17:13.885000
"ARTIME DÍAZ, VALERIANO",957274811,CORDOBA,14012,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"ARTIME DÍAZ, VALERIANO","Avda.del Brillante, 106 Hospital San Juan de Dios, 14012 - CORDOBA - CORDOBA",,,"Avda.del Brillante, 106 Hospital San Juan de Dios",2017-11-14T02:17:32.257000
CENTRO MÉDICO CIUDAD JARDÍN,957450002,CORDOBA,14005,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,CENTRO MÉDICO CIUDAD JARDÍN,"Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,,"Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:17:32.780000
CLÍNICA BEIMAN CÓRDOBA,957764786,CORDOBA,14014,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,CLÍNICA BEIMAN CÓRDOBA,"Avda. de Zafiro, s/n, 14014 - CORDOBA - CORDOBA",,,"Avda. de Zafiro, s/n",2017-11-14T02:17:33.286000
CLÍNICA ROAN,957414832,CORDOBA,14005,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,CLÍNICA ROAN,"C/ Música Ziryab. Local 12, 14005 - CORDOBA - CORDOBA",,,C/ Música Ziryab. Local 12,2017-11-14T02:17:33.789000
CREYSADE,957603529,PUENTE GENIL,14500,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,CREYSADE,"C/ Industria, 17, 14500 - PUENTE GENIL - CORDOBA",,,"C/ Industria, 17",2017-11-14T02:17:34.288000
"de Prado López, Antonio",957274811,CORDOBA,14012,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"de Prado López, Antonio","Avda. del Brillante, 106 Hospital San Juan de Dios de Córdoba, 14012 - CORDOBA - CORDOBA",,,"Avda. del Brillante, 106 Hospital San Juan de Dios de Córdoba",2017-11-14T02:17:34.830000
"de Prado López, Antonio",957761209,CORDOBA,14007,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"de Prado López, Antonio","C/ Conquistador Benito de Baños, 14007 - CORDOBA - CORDOBA",,,C/ Conquistador Benito de Baños,2017-11-14T02:17:35.408000
"de Prado López, Antonio",957516999,LUCENA,14900,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"de Prado López, Antonio","C/ Miguel Cruz Cuenca, 6- Bajo, 14900 - LUCENA - CORDOBA",,,"C/ Miguel Cruz Cuenca, 6- Bajo",2017-11-14T02:17:36.104000
"de Prado López, Antonio                                                                                                                    (Clínica Beiman Córdoba                                                             )",957764786,CORDOBA,14014,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"de Prado López, Antonio                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n, 14014 - CORDOBA - CORDOBA",,"de Prado López, Antonio                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n",2017-11-14T02:17:37.613000
"Fernández Gurumeta, Julio                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )",957274600,CORDOBA,14012,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"Fernández Gurumeta, Julio                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )","Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,"Fernández Gurumeta, Julio                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )","Avda. del Brillante,106",2017-11-14T02:17:38.159000
"Gomera López, Rufino                                                                                                                    (Centro Médico Ciudad Jardín                                                             )",957450002,CORDOBA,14005,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"Gomera López, Rufino                                                                                                                    (Centro Médico Ciudad Jardín                                                             )","Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,"Gomera López, Rufino                                                                                                                    (Centro Médico Ciudad Jardín                                                             )","Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:17:38.689000
Hospital San Juan de Dios de Córdoba,957274600,CORDOBA,14012,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,Hospital San Juan de Dios de Córdoba,"Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,,"Avda. del Brillante,106",2017-11-14T02:17:39.218000
Instituto Andaluz de Pediatría,954610022,CORDOBA,14011,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,Instituto Andaluz de Pediatría,"Avda. Cañito Bazán, 4, 14011 - CORDOBA - CORDOBA",,,"Avda. Cañito Bazán, 4",2017-11-14T02:17:39.743000
"Ladehesa Baena, Manuel                                                                                                                    (Centro Médico Ciudad Jardín                                                             )",957450002,CORDOBA,14005,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"Ladehesa Baena, Manuel                                                                                                                    (Centro Médico Ciudad Jardín                                                             )","Avda. Gran Vía Parque, 21 Bajo, 14005 - CORDOBA - CORDOBA",,"Ladehesa Baena, Manuel                                                                                                                    (Centro Médico Ciudad Jardín                                                             )","Avda. Gran Vía Parque, 21 Bajo",2017-11-14T02:17:40.297000
"Luque Galan, Antonio                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )",957274600,CORDOBA,14012,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"Luque Galan, Antonio                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )","Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,"Luque Galan, Antonio                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )","Avda. del Brillante,106",2017-11-14T02:17:40.979000
"López Garrido, Ubaldo",957274600,CORDOBA,14012,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"López Garrido, Ubaldo","Avda. del Brillante, 106 Hospital San Juan de Dios, 14012 - CORDOBA - CORDOBA",,,"Avda. del Brillante, 106 Hospital San Juan de Dios",2017-11-14T02:17:41.575000
"López-Laserna Ruíz, Juan                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )",957274600,CORDOBA,14012,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"López-Laserna Ruíz, Juan                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )","Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,"López-Laserna Ruíz, Juan                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )","Avda. del Brillante,106",2017-11-14T02:17:42.228000
"Moreno Granados, Angel                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )",957274600,CORDOBA,14012,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"Moreno Granados, Angel                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )","Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,"Moreno Granados, Angel                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )","Avda. del Brillante,106",2017-11-14T02:17:42.828000
"Muñoz Reyes, Fernando                                                                                                                    (Clínica Beiman Córdoba                                                             )",957764786,CORDOBA,14014,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"Muñoz Reyes, Fernando                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n, 14014 - CORDOBA - CORDOBA",,"Muñoz Reyes, Fernando                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n",2017-11-14T02:17:43.374000
"Muñoz Reyes, Fernando",957498132,CORDOBA,14001,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"Muñoz Reyes, Fernando","C/ Reyes Católicos, 11. Esq. 12 de Octubre Consultas Médicas RC, 14001 - CORDOBA - CORDOBA",,,"C/ Reyes Católicos, 11. Esq. 12 de Octubre Consultas Médicas RC",2017-11-14T02:17:44.742000
"Muñoz Reyes, Fernando",657420666,CORDOBA,14004,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"Muñoz Reyes, Fernando","P.º. de la Victoria, s/n Hospital de la Cruz Roja de Córdoba, 14004 - CORDOBA - CORDOBA",,,"P.º. de la Victoria, s/n Hospital de la Cruz Roja de Córdoba",2017-11-14T02:17:45.282000
"Pozo García, Mª José                                                                                                                    (Clínica Beiman Córdoba                                                             )",957764786,CORDOBA,14014,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"Pozo García, Mª José                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n, 14014 - CORDOBA - CORDOBA",,"Pozo García, Mª José                                                                                                                    (Clínica Beiman Córdoba                                                             )","Avda. de Zafiro, s/n",2017-11-14T02:17:45.850000
"Sotillo Marmol, José Mª                                                                                                                    (Creysade                                                             )",957603529,PUENTE GENIL,14500,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"Sotillo Marmol, José Mª                                                                                                                    (Creysade                                                             )","C/ Industria, 17, 14500 - PUENTE GENIL - CORDOBA",,"Sotillo Marmol, José Mª                                                                                                                    (Creysade                                                             )","C/ Industria, 17",2017-11-14T02:17:46.471000
"Vega Acero, Fernando                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )",957274600,CORDOBA,14012,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"Vega Acero, Fernando                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )","Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,"Vega Acero, Fernando                                                                                                                    (Hospital San Juan de Dios de Córdoba                                                             )","Avda. del Brillante,106",2017-11-14T02:17:47.057000
"Vega Acero, Fernando                                                                                                                    (Clínica Roan                                                             )",957414832,CORDOBA,14005,CORDOBA,TRAUMATOLOGIA Y CIRUGIA ORTOPEDICA,CORDOBA,"Vega Acero, Fernando                                                                                                                    (Clínica Roan                                                             )","C/ Música Ziryab. Local 12, 14005 - CORDOBA - CORDOBA",,"Vega Acero, Fernando                                                                                                                    (Clínica Roan                                                             )",C/ Música Ziryab. Local 12,2017-11-14T02:17:47.707000
HOSPITAL CRUZ ROJA DE CÓRDOBA,957420666,CORDOBA,14004,CORDOBA,URGENCIAS MEDICAS,CORDOBA,HOSPITAL CRUZ ROJA DE CÓRDOBA,"P.º. de la Victoria, s/n, 14004 - CORDOBA - CORDOBA",,,"P.º. de la Victoria, s/n",2017-11-14T02:18:18.058000
HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA,957274600,CORDOBA,14012,CORDOBA,URGENCIAS MEDICAS,CORDOBA,HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA,"Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,,"Avda. del Brillante,106",2017-11-14T02:18:18.579000
HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA,957274600,CORDOBA,14012,CORDOBA,URGENCIAS QUIRURGICAS,CORDOBA,HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA,"Avda. del Brillante,106, 14012 - CORDOBA - CORDOBA",,,"Avda. del Brillante,106",2017-11-14T02:20:07.921000
"ANGLADA CURADO, FRANCISCO JOSÉ (UROAVANZ )",957004600,CORDOBA,14012,CORDOBA,UROLOGIA,CORDOBA,"ANGLADA CURADO, FRANCISCO JOSÉ (UROAVANZ )","Avda. del Brillante,106 Hospital de San Juan de Dios, 14012 - CORDOBA - CORDOBA",,"ANGLADA CURADO, FRANCISCO JOSÉ (UROAVANZ )","Avda. del Brillante,106 Hospital de San Juan de Dios",2017-11-14T02:20:39.161000
